1000	1329
11000	14198
21000	26989
31000	39971
41000	52234
51000	65370
61000	76816
71000	96195
81000	103161
91000	116947
101000	128041
111000	142227
121000	154028
131000	171544
141000	189899
151000	194463
161000	213096
171000	222635
181000	235462
191000	245150
201000	263403
211000	276724
221000	292270
231000	326331
241000	339827
251000	343771
261000	367371
271000	413430
281000	497368
291000	390057
301000	406937
311000	428588
321000	420040
331000	423506
341000	428479
351000	439487
361000	450699
371000	468589
381000	478776
391000	493578
401000	503883
411000	513232
421000	526857
431000	540859
441000	556718
451000	566854
461000	583157
471000	589762
481000	602447
491000	619414
501000	627269
511000	644345
521000	652426
531000	669132
541000	676713
551000	693825
561000	707647
571000	713361
581000	732193
591000	746608
601000	755602
611000	764100
621000	777477
631000	792059
641000	805062
651000	814166
661000	856698
671000	868035
681000	859173
691000	877596
701000	874632
711000	903915
721000	904935
731000	940603
741000	951692
751000	935071
761000	976931
771000	966445
781000	1008212
791000	998700
801000	1029279
811000	1044768
821000	1022791
831000	1066861
841000	1058653
851000	1066680
861000	1072600
871000	1087468
881000	1100124
891000	1121214
901000	1126952
911000	1147838
921000	1153643
931000	1161283
941000	1297290
951000	1225335
961000	1199639
971000	1208489
981000	1225999
991000	1240181
1001000	1247935
