1000	1314
11000	15029
21000	27199
31000	39443
41000	52538
51000	65003
61000	77601
71000	93020
81000	102856
91000	115921
101000	131504
111000	138443
121000	151179
131000	169653
141000	182803
151000	190103
161000	210047
171000	229951
181000	227830
191000	238516
201000	251320
211000	276516
221000	291515
231000	298105
241000	310938
251000	325429
261000	330706
271000	336854
281000	349434
291000	369881
301000	387002
311000	399911
321000	413344
331000	494863
341000	457569
351000	443330
361000	474274
371000	498327
381000	489731
391000	488109
401000	510592
411000	521071
421000	534722
431000	541895
441000	568419
451000	576001
461000	577047
471000	604281
481000	611760
491000	614841
501000	646767
511000	650269
521000	681958
531000	670002
541000	707007
551000	714215
561000	709809
571000	755544
581000	737171
591000	748254
601000	756162
611000	772674
621000	785318
631000	821615
641000	825592
651000	842928
661000	849343
671000	847856
681000	861157
691000	896147
701000	909743
711000	919243
721000	1059773
731000	1134555
741000	1203876
751000	1047174
761000	1001849
771000	988819
781000	998800
791000	997185
801000	1006122
811000	1024648
821000	1025800
831000	1042680
841000	1058455
851000	1072899
861000	1073016
871000	1091423
881000	1106276
891000	1112856
901000	1123218
911000	1142164
921000	1157819
931000	1162085
941000	1173603
951000	1196430
961000	1216018
971000	1248913
981000	1239006
991000	1239702
1001000	1254267
