1000	1297
11000	14549
21000	26882
31000	39040
41000	52250
51000	65112
61000	80278
71000	95806
81000	104283
91000	117283
101000	135255
111000	142331
121000	155827
131000	170352
141000	186246
151000	204352
161000	220873
171000	234088
181000	226476
191000	241969
201000	264482
211000	293796
221000	291543
231000	307385
241000	316811
251000	337504
261000	365501
271000	507851
281000	396005
291000	389831
301000	418040
311000	545304
321000	477262
331000	487098
341000	480630
351000	469249
361000	456583
371000	471934
381000	479871
391000	495485
401000	539452
411000	512440
421000	527748
431000	538695
441000	597156
451000	583815
461000	604461
471000	614747
481000	643653
491000	618964
501000	630645
511000	649598
521000	688822
531000	678539
541000	680837
551000	721202
561000	704447
571000	713048
581000	731696
591000	740333
601000	748257
611000	762120
621000	774530
631000	793568
641000	806407
651000	810185
661000	825220
671000	845899
681000	877998
691000	894058
701000	873877
711000	898273
721000	915492
731000	925706
741000	932052
751000	945938
761000	956473
771000	968250
781000	974986
791000	985680
801000	1008003
811000	1015996
821000	1027818
831000	1038432
841000	1056350
851000	1068276
861000	1077541
871000	1091497
881000	1135465
891000	1139659
901000	1124818
911000	1147688
921000	1152872
931000	1161678
941000	1177171
951000	1197059
961000	1201847
971000	1212269
981000	1465167
991000	1430981
1001000	1288277
