1000	1344
11000	14151
21000	27348
31000	39813
41000	52732
51000	65917
61000	78111
71000	95444
81000	108563
91000	118582
101000	132772
111000	145290
121000	155838
131000	169135
141000	189644
151000	193756
161000	210594
171000	253171
181000	241241
191000	247396
201000	260340
211000	284726
221000	320476
231000	329443
241000	335196
251000	330869
261000	348216
271000	356823
281000	372975
291000	425290
301000	572847
311000	452790
321000	445882
331000	598354
341000	468128
351000	457229
361000	471533
371000	479588
381000	492360
391000	499009
401000	523461
411000	535567
421000	547108
431000	560963
441000	565165
451000	621167
461000	592213
471000	643817
481000	635523
491000	698689
501000	783910
511000	696135
521000	728135
531000	711493
541000	766521
551000	943064
561000	806168
571000	768074
581000	809264
591000	821980
601000	787074
611000	808050
621000	818543
631000	853491
641000	886371
651000	899626
661000	949487
671000	904826
681000	960123
691000	949979
701000	973654
711000	962126
721000	987585
731000	994465
741000	987672
751000	1031778
761000	1146830
771000	1128444
781000	1030132
791000	1042685
801000	1040777
811000	1075476
821000	1072354
831000	1112658
841000	1207594
851000	1304642
861000	1227875
871000	1243675
881000	1166574
891000	1144055
901000	1509868
911000	1283968
921000	1306801
931000	1236924
941000	1221973
951000	1215266
961000	1225752
971000	1251739
981000	1263781
991000	1274669
1001000	1327828
