1000	2999
11000	43496
21000	57555
31000	88485
41000	151228
51000	170178
61000	184040
71000	224664
81000	257627
91000	281188
101000	272104
111000	369759
121000	328043
131000	375721
141000	525825
151000	638283
161000	433303
171000	459941
181000	494588
191000	522714
201000	522289
211000	558519
221000	588407
231000	613367
241000	638682
251000	661880
261000	679870
271000	715041
281000	729185
291000	776606
301000	800442
311000	820904
321000	874548
331000	927358
341000	1214332
351000	1087098
361000	1033862
371000	1164007
381000	1032383
391000	1033405
401000	1070354
411000	1362013
421000	1504510
431000	1509155
441000	1732509
451000	1795070
461000	1760745
471000	1697916
481000	1734000
491000	1862975
501000	2169375
511000	2581943
521000	2689847
531000	2527566
541000	2731131
551000	2816910
561000	2585839
571000	2664106
581000	2690737
591000	2737516
601000	2836940
611000	3123933
621000	2974341
631000	2920365
641000	2891085
651000	3038532
661000	3109690
671000	2978769
681000	3120261
691000	3219083
701000	3269190
711000	3253747
721000	2988266
731000	3105731
741000	3505493
751000	3434126
761000	3505427
771000	3544185
781000	3620917
791000	3460518
801000	3688568
811000	3738582
821000	3666043
831000	3535884
841000	3683466
851000	3805770
861000	3814815
871000	3785075
881000	3853503
891000	3866983
901000	3916974
911000	3977143
921000	4005941
931000	4105230
941000	4202943
951000	4430317
961000	4322906
971000	4318539
981000	4216189
991000	4380121
1001000	4382721
