1000	167
2000	158
3000	226
4000	214
5000	237
6000	231
7000	237
8000	231
9000	221
10000	244
11000	228
12000	217
13000	238
14000	193
15000	237
16000	184
17000	172
18000	187
19000	239
20000	232
21000	255
22000	260
23000	262
24000	247
25000	245
26000	257
27000	269
28000	260
29000	249
30000	273
31000	248
32000	258
33000	267
34000	264
35000	258
36000	256
37000	280
38000	271
39000	277
40000	256
41000	261
42000	271
43000	282
44000	266
45000	259
46000	261
47000	260
48000	271
49000	279
50000	280
51000	282
52000	270
53000	268
54000	273
55000	310
56000	289
57000	420
58000	279
59000	275
60000	309
61000	281
62000	309
63000	285
64000	291
65000	268
66000	279
67000	282
68000	289
69000	299
70000	285
71000	292
72000	285
73000	201
74000	189
75000	183
76000	275
77000	188
78000	294
79000	291
80000	229
81000	282
82000	239
83000	286
84000	222
85000	292
86000	238
87000	351
88000	203
89000	292
90000	188
91000	291
92000	272
93000	296
94000	302
95000	262
96000	294
97000	298
98000	227
99000	213
100000	240
101000	204
102000	236
103000	216
104000	312
105000	263
106000	300
107000	357
108000	350
109000	377
110000	205
111000	216
112000	212
113000	229
114000	531
115000	228
116000	222
117000	223
118000	223
119000	212
120000	285
121000	288
122000	234
123000	228
124000	318
125000	239
126000	232
127000	226
128000	231
129000	324
130000	343
131000	314
132000	313
133000	308
134000	311
135000	329
136000	309
137000	504
138000	576
139000	259
140000	352
141000	271
142000	249
143000	338
144000	354
145000	357
146000	243
147000	228
148000	223
149000	219
150000	222
151000	349
152000	239
153000	214
154000	352
155000	234
156000	226
157000	229
158000	238
159000	243
160000	506
161000	231
162000	236
163000	254
164000	300
165000	402
166000	312
167000	237
168000	360
169000	352
170000	232
171000	309
172000	253
173000	231
174000	235
175000	233
176000	324
177000	353
178000	230
179000	241
180000	262
181000	428
182000	401
183000	367
184000	349
185000	249
186000	233
187000	239
188000	249
189000	227
190000	331
191000	232
192000	238
193000	347
194000	234
195000	258
196000	231
197000	404
198000	464
199000	353
200000	387
201000	246
202000	259
203000	260
204000	237
205000	317
206000	238
207000	344
208000	355
209000	369
210000	228
211000	239
212000	231
213000	240
214000	432
215000	423
216000	383
217000	249
218000	255
219000	377
220000	255
221000	251
222000	229
223000	386
224000	298
225000	399
226000	415
227000	423
228000	262
229000	419
230000	328
231000	445
232000	423
233000	477
234000	312
235000	253
236000	259
237000	252
238000	253
239000	248
240000	250
241000	372
242000	258
243000	385
244000	622
245000	265
246000	383
247000	249
248000	381
249000	383
250000	389
251000	363
252000	238
253000	354
254000	266
255000	246
256000	382
257000	244
258000	404
259000	249
260000	258
261000	240
262000	282
263000	262
264000	279
265000	266
266000	305
267000	263
268000	398
269000	308
270000	405
271000	412
272000	430
273000	439
274000	423
275000	296
276000	285
277000	413
278000	434
279000	269
280000	269
281000	259
282000	257
283000	261
284000	273
