1000	5170
2000	12055
3000	20566
4000	27450
5000	38636
6000	46456
7000	54014
8000	62044
9000	77464
10000	86478
11000	95159
12000	104317
13000	112435
14000	121759
15000	130662
16000	139024
17000	162137
18000	172965
19000	182182
20000	192522
21000	200836
22000	212162
23000	221251
24000	231609
25000	239417
26000	250801
27000	260179
28000	270033
29000	278745
30000	289330
31000	297571
32000	309039
33000	346277
34000	359326
35000	368761
36000	382111
37000	390368
38000	402246
39000	411121
40000	424578
41000	431036
42000	443456
43000	454008
44000	467042
45000	477396
46000	488555
47000	498078
48000	509811
49000	520250
50000	529079
51000	536240
52000	552327
53000	560648
54000	572925
55000	582739
56000	596067
57000	604229
58000	614770
59000	622685
60000	636751
61000	646458
62000	656028
63000	666018
64000	678564
65000	689726
66000	760316
67000	770854
68000	787236
69000	797579
70000	809039
71000	818798
72000	833360
73000	843803
74000	855069
75000	863950
76000	880793
77000	888636
78000	901376
79000	914289
80000	928854
81000	937662
82000	945054
83000	955401
84000	971042
85000	979506
86000	994050
87000	1002864
88000	1021420
89000	1028777
90000	1045120
91000	1051466
92000	1067867
93000	1077423
94000	1089284
95000	1096986
96000	1112371
97000	1123036
98000	1137794
99000	1138116
100000	1157048
