1000	115
2000	489
3000	590
4000	774
5000	1742
6000	1287
7000	1521
8000	1713
9000	2099
10000	2331
11000	2551
12000	2752
13000	3014
14000	3452
15000	3506
16000	3710
17000	4223
18000	4480
19000	4729
20000	6364
21000	6565
22000	5459
23000	5752
24000	5910
25000	6241
26000	6425
27000	6739
28000	6932
29000	7247
30000	8461
31000	7797
32000	7986
33000	8745
34000	12152
35000	9262
36000	9454
37000	9874
38000	10012
39000	10392
40000	10528
41000	11011
42000	11786
43000	11382
44000	11558
45000	12074
46000	12044
47000	12500
48000	14298
49000	13720
50000	13078
51000	13962
52000	13955
53000	16518
54000	14288
55000	14649
56000	14700
57000	26340
58000	15313
59000	16089
60000	15706
61000	16251
62000	16300
63000	16704
64000	16778
65000	17235
66000	18359
67000	18870
68000	18876
69000	19268
70000	19528
71000	19822
72000	19903
73000	20281
74000	20760
75000	20837
76000	21102
77000	22114
78000	21681
79000	22191
80000	22085
81000	22549
82000	23074
83000	23233
84000	23351
85000	24047
86000	23840
87000	26708
88000	24502
89000	24739
90000	25115
91000	26086
92000	26106
93000	26105
94000	26136
95000	26492
96000	26668
97000	28112
98000	27670
99000	27820
100000	27887
